INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Wonton','',150,0.0,100,39);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Rice Bowl','Crispy',180,0.0,100,39);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Custard','',250,0.0,100,40);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Mountain Dew','250 ml',30,0.0,100,40);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Chicken Lollipop','',200,0.0,100,40);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Sugar Cookie','',250,0.0,100,40);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Chicken Lollipop','Type@@',335,0.0,120,40);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Brownie','',220,0.0,120,40);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Rum Ball','',240,0.0,100,40);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Polao','',200,0.0,100,40);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('French Fry','',200,0.0,100,40);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('MeatBox','',250,0.0,90,40);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Biryani','Kacchi',250,0.0,100,40);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Mojo','250 ml',20,0.0,100,40);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Chicken Roast','',180,0.0,100,40);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Pasta','Naga',150,0.0,100,40);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Wonton','',150,0.0,150,40);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Muffin','',150,0.0,100,40);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Soup','Thick Thai',180,0.0,120,40);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Pizza','Margherita',365,0.0,120,40);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Soup','Chicken Corn',160,0.0,120,40);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Pizza','Pepperoni',365,0.0,90,40);


INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Mojo','250 ml',20,0.0,100,41);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Chicken Kabab','Mexican',180,0.0,100,41);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Chicken Kabab','Boty',140,0.0,100,41);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Mountain Dew','500 ml',50,0.0,100,41);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Chicken Kabab','Kahsmeri',180,0.0,100,41);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Chicken Lollipop','',150,0.0,100,41);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Chicken Kabab','Reshmi',160,0.0,100,41);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Chicken Momo','',200,0.0,100,41);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Coca-Cola','500 ml',60,0.0,100,41);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Chicken Wings','',150,0.0,100,41);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Malai Nan','Medium',40,0.0,100,41);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Coca-Cola','250 ml',40,0.0,100,41);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Malai Nan','Big',50,0.0,100,41);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Paratha','',25,0.0,100,41);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Plain Nan','',30,0.0,100,41);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Garlic Nan','',60,0.0,100,41);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Salad','',50,0.0,100,41);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Chicken Tandoori','',180,0.0,100,41);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Pepsi','250 ml',30,0.0,100,41);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Chicken Swarma','',120,0.0,100,41);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Chicken Wings','',180,0.0,100,42);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Beef Kacchi','',200,0.0,100,42);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Polao','',150,0.0,100,42);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Mojo','250 ml',20,0.0,100,42);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Biryani','Kacchi',220,0.0,100,42);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Biryani','Basmati Kacchi Half',170,0.0,100,42);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Biryani','Basmati Kacchi Full',240,0.0,100,42);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Biryani','Plain Chicken',200,0.0,100,42);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Biryani','Matka Chicken Dum',240,0.0,100,42);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Biryani','Beauty Lacchi Special',280,0.0,100,42);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Faluda','',160,0.0,100,42);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Borhani','250 ml',50,0.0,100,42);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Borhani','500 ml',50,0.0,100,42);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Mojo','500 ml',40,0.0,100,42);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Faluda','Beauty Lacchi Special',180,0.0,80,42);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Beef Rezala','',200,0.0,120,42);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Chicken Kabab','Reshmi',160,0.0,120,42);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Chicken Kabab','Boty',140,0.0,100,42);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Malai Nan','',50,0.0,150,42);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Coca-Cola','250 ml',40,0.0,120,42);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Burger','Classic',150,0.0,100,43);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Donut','',200,0.0,100,43);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Cookie','',150,0.0,100,43);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Chicken Roast','',220,0.0,100,43);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Custard','',250,0.0,100,43);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Rum Ball','',150,0.0,100,43);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Mountain Dew','250 ml',30,0.0,120,43);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Chicken Wings','',160,0.0,120,43);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('MeatBox','',250,0.0,100,43);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Burger','Classic Cheese',150,0.0,100,43);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Burger','Naga',170,0.0,100,43);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Burger','Classic Beef',160,0.0,100,43);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Coffee','Espresso',150,0.0,100,43);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Cake','Fruit',200,0.0,100,43);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Cake','Black-Forest',250,0.0,100,43);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Cake','Strawberry',220,0.0,80,43);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Soup','Chicken Vegetable',180,0.0,80,43);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Chicken Sandwich','',100,0.0,100,43);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Custard','Type@@',355,0.0,100,43);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Pizza','Margherita',200,0.0,100,43);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Beef kabab','',190,0.0,100,44);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Soup','Thick Thai',150,0.0,70,44);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Pasta','Naga',220,0.0,80,44);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Banana Pudding','',180,0.0,90,44);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('BBQ Wings','',150,0.0,100,44);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Brownie','',180,0.0,100,44);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Burger','Classic',150,0.0,70,44);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Muffin','',200,0.0,100,44);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Sweet Cherry Desert','',150,0.0,60,44);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Burger','BBQ-SOS',180,0.0,100,43);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Chicken Momo','',180,0.0,100,44);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Peanut Butter Cookie','',250,0.0,100,44);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Rice Bowl','Crispy',150,0.0,70,44);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Polao','',200,0.0,100,44);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Rice Bowl','Naga',180,0.0,100,44);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Burger','Double Decker',250,0.0,80,44);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('French Fry','',150,0.0,100,44);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Soup','Chicken Corn',150,0.0,100,44);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Wonton','',155,0.0,100,44);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Coca-Cola','250 ml',40,0.0,100,44);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Soup','Chicken Corn',150,0.0,100,45);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('MeatBox','',200,0.0,100,45);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Pizza','Margherita',250,0.0,80,45);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Peanut Butter Cookie','',180,0.0,80,45);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Pasta','White Sauce Chicken',250,0.0,90,45);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Marshmallow Taste','',180,0.0,100,45);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Polao','',200,0.0,100,45);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Malai Nan','Medium',50,0.0,100,45);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Cake','Black-Forest',220,0.0,100,45);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Malai Nan','Big',50,0.0,80,45);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Wonton','',150,0.0,100,45);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Sweet Vanilla','',150,0.0,100,45);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Potato Wedges','',120,0.0,70,45);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Banana Pudding','',160,0.0,100,45);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Cookie','',200,0.0,100,45);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Rum Ball','',180,0.0,80,45);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Chicken Kabab','Boty',150,0.0,90,45);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Muffin','',160,0.0,100,45);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Pastry','',100,0.0,80,45);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Burger','Double Cheese',220,0.0,100,45);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Donut','',200,0.0,100,46);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Pastry','',150,0.0,70,46);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Hot Dog','',100,0.0,80,46);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Sweet Vanilla','',150,0.0,100,46);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Rum Ball','',160,0.0,100,46);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Cookie','',170,0.0,100,46);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Mountain Dew','250 ml',30,0.0,80,46);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Banana Pudding','',200,0.0,90,46);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Roshogolla','',150,0.0,100,46);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Mountain Dew','500 ml',50,0.0,100,46);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('MeatBox','',250,0.0,100,46);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Burger','Naga',200,0.0,100,46);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Peanut Butter Cookie','',150,0.0,100,46);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Beef kabab','',150,0.0,100,46);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Cake','Chocolate',220,0.0,100,46);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Polao','',150,0.0,90,46);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Chicken Kabab','Boty',140,0.0,100,46);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Malai Nan','Medium',40,0.0,100,46);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Chicken Noodles','',140,0.0,100,46);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Chicken Swarma','',150,0.0,100,46);

INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Burger','Classic',150,0.0,100,47);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Donut','',200,0.0,100,47);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Cookie','',150,0.0,100,47);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Chicken Roast','',220,0.0,100,47);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Custard','',250,0.0,100,47);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Rum Ball','',150,0.0,100,47);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Mountain Dew','250 ml',30,0.0,120,47);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Chicken Wings','',160,0.0,120,47);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('MeatBox','',250,0.0,100,47);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Burger','Classic Cheese',150,0.0,100,47);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Burger','Naga',170,0.0,100,47);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Burger','Classic Beef',160,0.0,100,47);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Coffee','Espresso',150,0.0,100,47);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Cake','Fruit',200,0.0,100,47);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Cake','Black-Forest',250,0.0,100,47);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Cake','Strawberry',220,0.0,80,47);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Soup','Chicken Vegetable',180,0.0,80,47);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Chicken Sandwich','',100,0.0,100,47);
